标题
01. Python+AI课程导学
02. Python启航-初识Python
03. Python启航-环境准备-Python安装
04. Python启航-环境准备-Python程序初体验
05. Python启航-环境准备-常见问题解决方案
06. Python启航-环境准备-Python开发工具PyCharm安装
07. Python启航-入门程序
08. Python启航-入门程序-剖析
09. 核心语法-数据存储与运算-字面量
10. 核心语法-数据存储与运算-变量
11. 核心语法-数据存储与运算-标识符
12. 核心语法-数据存储与运算-变量案例(变量交换)
13. 核心语法-数据存储与运算-数据类型
14. 核心语法-数据存储与运算-字符串定义
15. 核心语法-数据存储与运算-字符串拼接
16. 核心语法-数据存储与运算-字符串格式化
17. 核心语法-数据存储与运算-输入与输出
18. 核心语法-数据存储与运算-运算符-算术运算符
19. 核心语法-数据存储与运算-运算符-赋值运算符
20. 核心语法-数据存储与运算-运算符-比较运算符
21. 核心语法-数据存储与运算-运算符-逻辑运算符
22. 核心语法-流程控制语句-if基础语法
23. 核心语法-流程控制语句-if基础语法-案例
24. 核心语法-流程控制语句-if进阶(if...else)-案例
25. 核心语法-流程控制语句-if进阶(if...elif...else)-案例
26. 核心语法-流程控制语句-if语句-综合案例
27. 核心语法-流程控制语句-match模式匹配
28. 核心语法-流程控制语句-while循环-语法
29. 核心语法-流程控制语句-while循环-案例
30. 核心语法-流程控制语句-for循环-语法
31. 核心语法-流程控制语句-for循环-案例(range)
32. 核心语法-流程控制语句-嵌套循环
33. 核心语法-流程控制语句-嵌套循环-案例
34. 核心语法-流程控制语句-循环-综合案例(break与continue)
35. 核心语法-流程控制语句-循环-综合案例2(猜数字游戏)
36. 核心语法-数据容器-概述
37. 核心语法-数据容器-列表list-介绍
38. 核心语法-数据容器-列表list-切片
39. 核心语法-数据容器-列表list-常用方法
40. 核心语法-数据容器-列表list-案例1
41. 核心语法-数据容器-列表list-案例2(解包)
42. 核心语法-数据容器-列表list-案例3(推导式)
43. 核心语法-数据容器-字符串str-基本操作
44. 核心语法-数据容器-字符串str-常用方法
45. 核心语法-数据容器-字符串str-案例
46. 核心语法-数据容器-元组tuple-基本操作
47. 核心语法-数据容器-元组tuple-组包与解包
48. 核心语法-数据容器-元组tuple-案例
49. 核心语法-数据容器-元组tuple-案例(优化)
50. 核心语法-数据容器-集合set-基本操作
51. 核心语法-数据容器-集合set-案例
52. 核心语法-数据容器-字典dict-介绍
53. 核心语法-数据容器-字典dict-常用操作
54. 核心语法-数据容器-字典dict-案例实现
55. 核心语法-数据容器-字典dict-案例测试
56. 核心语法-数据容器-总结
57. 核心语法-函数基础-介绍
58. 核心语法-函数基础-函数定义
59. 核心语法-函数基础-函数参数与返回值
60. 核心语法-函数基础-函数说明文档
61. 核心语法-函数基础-函数嵌套调用
62. 核心语法-函数基础-案例
63. 核心语法-函数进阶-变量作用域
64. 核心语法-函数进阶-传参方式
65. 核心语法-函数进阶-默认参数
66. 核心语法-函数进阶-不定长参数
67. 核心语法-函数进阶-参数类型(函数作为参数)
68. 核心语法-函数进阶-匿名函数(lambda表达式)
69. 核心语法-函数进阶-案例1(递归)
70. 核心语法-函数进阶-案例2
71. 核心语法-类型注解-介绍
72. 核心语法-类型注解-函数的类型注解
73. 核心语法-模块-介绍
74. 核心语法-模块-导入模块
75. 核心语法-模块-自定义模块
76. 核心语法-模块-包(package)
77. 核心语法-面向对象基础-概述
78. 核心语法-面向对象基础-类与对象
79. 核心语法-面向对象基础-实例方法
80. 核心语法-面向对象基础-魔法方法
81. 核心语法-面向对象基础-实例属性与类属性
82. 核心语法-面向对象基础-案例(教务系统-准备)
83. 核心语法-面向对象基础-案例(教务系统-添加学生信息)
84. 核心语法-面向对象基础-案例(教务系统-修改删除查询)
85. 核心语法-面向对象基础-案例(教务系统-运行测试)
86. 核心语法-异常-介绍
87. 核心语法-异常-案例代码完善
88. AI应用-概述
89. AI应用-大模型部署-方案
90. AI应用-大模型部署-Ollama本地部署
91. AI应用-大模型部署-DeepSeek官方开放API
92. AI应用-大模型调用-网络基础知识
93. AI应用-大模型调用-HTTP协议介绍
94. AI应用-大模型调用-HTTP请求数据格式
95. AI应用-大模型调用-Apifox接口测试
96. AI应用-大模型调用-会话记忆方案
97. AI应用-大模型调用-本地DeepSeek
98. AI应用-大模型调用-代码调用大模型
99. AI应用-提示词工程
100. AI应用-实战-streamlit入门
101. AI应用-实战-streamlit基础用法
102. AI应用-实战-streamlit页面设置
103. AI应用-实战-准备工作(AI插件安装)
104. AI应用-实战-界面基本布局
105. AI应用-实战-界面消息展示
106. AI应用-实战-会话记忆问题
107. AI应用-实战-流式输出
108. AI应用-实战-侧边栏制作
109. AI应用-实战-会话管理-思路分析
110. AI应用-实战-会话管理-文件操作入门
111. AI应用-实战-会话管理-文件操作(资源释放)
112. AI应用-实战-会话管理-文件操作(json)
113. AI应用-实战-会话管理-保存会话
114. AI应用-实战-会话管理-新建会话
115. AI应用-实战-会话管理-展示会话列表
116. AI应用-实战-会话管理-加载会话
117. AI应用-实战-会话管理-删除会话
118. AI应用-实战-功能优化与小结
119. AI应用-实战-知识扩展
120. 网络机器人-介绍
121. 网络机器人-入门-概述(robots协议)
122. 网络机器人-入门-入门程序
123. 网络机器人-入门-网页结构
124. 网络机器人-入门-网页解析
125. 网络机器人-入门-Xpath语法
126. 网络机器人-入门-入门程序(网页解析)
127. 网络机器人-案例-csv操作
128. 网络机器人-案例-思路分析
